case_id,question_id,distractor,construct,subject,question,correct_answer,student_wrong_answer,ground_truth_id,ground_truth_name,label_frequency,frequency_bucket,candidate_01_id,candidate_01_name,candidate_02_id,candidate_02_name,candidate_03_id,candidate_03_name,candidate_04_id,candidate_04_name,candidate_05_id,candidate_05_name,candidate_06_id,candidate_06_name,candidate_07_id,candidate_07_name,candidate_08_id,candidate_08_name,candidate_09_id,candidate_09_name,candidate_10_id,candidate_10_name,candidate_11_id,candidate_11_name,candidate_12_id,candidate_12_name,candidate_13_id,candidate_13_name,candidate_14_id,candidate_14_name,candidate_15_id,candidate_15_name,candidate_16_id,candidate_16_name,candidate_17_id,candidate_17_name,candidate_18_id,candidate_18_name,candidate_19_id,candidate_19_name,candidate_20_id,candidate_20_name,candidate_21_id,candidate_21_name,candidate_22_id,candidate_22_name,candidate_23_id,candidate_23_name,candidate_24_id,candidate_24_name,candidate_25_id,candidate_25_name
EEDI-074,1038,C,Convert from weeks to hours,Time,Which one of the following calculations would work out the number of hours in \( 10 \) weeks?,\( 10 \times 7 \times 24 \),\( 10 \times 24 \),1179,Forgets to multiply up for the correct time frame in a worded question,3,3-4 occurrences,1807,"When multiplying mixed numbers, forgets to multiply the fraction",2234,Forgets to change the numerators when finding equivalent fractions,1549,"When asked to multiply fractions, uses the method for adding instead",513,Believes they need to multiply the numbers together in a worded HCF question ,1025,Forgets to include the intersection value when asked for total value of a set in a Venn diagram,435,Finds a scale factor but forgets to multiply the original value in proportion questions,1517,Finds unit amount but doesn't multiply up,1179,Forgets to multiply up for the correct time frame in a worded question,1564,Does not recognise time as a variable from a worded scenario,1790,Does not know the correct notation for labelling a side length,2009,"Assumes they add all values in a worded problem, thereby not interpreting the problem correctly",641,Does not add on the constant in a worded substitution problem,2340,Does not recognise when to find a multiple from a worded question,1950,forgets to include the common factors when calculating the lowest common multiple,1999,Does not interpret the correct order of operations from a worded problem,271,Believes triangle numbers are formed differently to the correct way,2579,Forgets to add the numerator when converting from a mixed number to an improper fraction ,636,Mixes up constant and coefficient in a worded substitution problem,801,Forgets to give the centre of rotation,2215,Does not recognise when to find a factor from a worded question,1119,Does not interpret the correct order of operations in a fraction when there is an addition on the numerator,350,Forgets to carry the tens when doing column multiplication,791,"In a worded problem, does not complete all calculations",1867,Finds unit price then forgets to multiply up,901,Finds unit price but doesn't multiply up for number in question
EEDI-075,1039,B,Can calculate missing coordinates in a geometric shape,Naming Co-ordinates in 2D,"Here are \( 3 \) vertices of a rectangle:
\((-6,-2),(-3,2),(0,0) \text {, }\)

What are the coordinates of the \( 4^{\text {th }} \) vertex?","\( (-3,-4) \)","\( (-3,-2) \)",2464,"Believes the sides of a rectangle must be horizontal and vertical, not diagonal",4,3-4 occurrences,905,"Thinks the movement of the top number in a column vector is vertical, and the bottom number is horizontal rather than the other way round",957,Believes the mean must be an integer,184,Believes the space diagonal is the same length as the diagonal on the bottom face of a cuboid,194,"Believes the sides of a square must be horizontal and vertical, not diagonal",83,Confuses the meaning of perpendicular and vertical ,1836,Believes lines of symmetry must be vertical or horizontal,2113,Confuses the equations of vertical and horizontal lines,1968,Mixes up width and height of a rectangle,1784,Believes a horizontal line can show a constant rate of change,872,Thinks angles can only be measured when one line is horizontal,1180,Does not know the properties of a rectangle,551,Believes a rectangle has four equal sides,591,Does not believe the length of a diagonal line can be worked out based on horizontal and vertical measurements,665,Believes that the gradient of a horizontal line is undefined,2464,"Believes the sides of a rectangle must be horizontal and vertical, not diagonal",1546,Believes the horizontal axis on a cumulative frequency diagram is labelled upper bound,2204,Believes the area of a rectangle is calculated by length add width,972,Does not realise that if the horizontal and vertical measurements of a diagonal line segment switch it remains the same size,268,Believes lines of reflection must be vertical or horizontal,570,Does not understand that all angles and sides must be equal for regular shapes,2371,Believes a direct proportion graph is a horizontal line,2421,Believes a rectangle has one pair of equal sides,1397,Believes point will move diagonally when reflecting in a horizontal or vertical line,1813,Estimates the length of diagonal lines rather than working out based on horizontal and vertical measurements,797,Reflects horizontally or vertically instead of across a diagonal line of symmetry
EEDI-076,1044,A,Work out the sum of the interior angles in polygons,Angles in Polygons,What do all the interior angles of this shape add up to? ![Irregular hexagon](),\( 720^{\degree} \),\( 360^{\degree} \),28,Thinks the interior angles of any polygon add up to 360,3,3-4 occurrences,2104,Thinks that only the angles need to be the same for a polygon to be regular,1426,Thinks rule for calculating interior angles only applies to regular polygons,2362,Believes angles on a straight line add to 360 degrees,355,Thinks the interior angle of a regular polygon is 10n,2570,Confuses interior angles with exterior angles,2341,Does not know how to calculate the sum of interior angles,875,Believes vertically opposite angles sum to 360 degrees,647,Thinks co-interior angles sum to 90 degrees,241,Thinks co-interior angles sum to 360 degrees,48,Thinks corresponding angles sum to 360 degrees,28,Thinks the interior angles of any polygon add up to 360,464,Believes that you are unable to calculate the sum of the interior angles of an irregular polygon given the number of sides,773,Does not understand to find each interior angle of a regular polygon you divide the sum by the number of sides,100,Believes angles in a triangle sum to 360 degrees,2334,Does not know that angles around a point sum to 360,2499,Thinks the interior angles of any polygon add up to 180 degrees,1505,Thinks co-interior angles are equal,1907,Believes an interior angle in a regular polygon can be found using 360 subtract (180 over number of sides),1550,Believes interior angles are outside a shape,135,Thinks the value of an exterior angle is 360 degrees,405,Believes the only way to find the interior angle of a regular polygon is to subtract the exterior angle from 180.,654,Believes an interior angle in a regular polygon can be found using 180(n+2)/n,1087,Thinks the interior angles of a polygon add up to 100n,35,Believes you add 2 instead of subtracting 2 to the numbers of sides when finding total interior angles,2036,Identified the interior not exterior angle at a point
EEDI-077,105,C,Find missing angles using vertically opposite angles,"Basic Angle Facts (straight line, opposite, around a point, etc)","What is the size of angle \( p \) ? ![3 intersecting lines. Towards the top of the image two of the lines intersect and at this point there are two marked angles, 138 degrees and 42 degrees. The angle opposite the 42 degree angle is marked p]()",\( 42^{\circ} \),\( 138^{\circ} \),8,Student thinks that any two angles along a straight line are equal,4,3-4 occurrences,2218,Assumes that opposite angles are equal in a quadrilateral,2362,Believes angles on a straight line add to 360 degrees,2117,Thinks that all angles anywhere along a straight line add to 180,8,Student thinks that any two angles along a straight line are equal,2156,Thinks alternate angles are always equal,2121,Believes angles on a straight line add to 100 degrees,1391,Does not know how to find the y intercept when given two other sets of coordinates that lie on a straight line,1860,Believes a reciprocal graph can be a straight line,725,Does not know that angles on a straight line sum to 180 degrees,309,Believes angles on a straight line add to 90 degrees,432,Believes the equation of a straight line is y=-mx-c,1505,Thinks co-interior angles are equal,1886,Does not understand that base angles in an isosceles are equal,235,Thinks adjacent angles are equal,2365,Confuses vertically opposite angles with angles on a straight line,1791,Does not know that vertically opposite angles are equal,2370,Uses angles on a straight line in the wrong context ,1745,Believes a quadratic graph can be a straight line,1314,Only uses the closest angle to the unknown when using the angles in a straight line relationship,1707,Misinterprets the meaning of angles on a straight line angle fact,2382,Believes that y = m +cx is the equation of a straight line,753,Believes when you plot a linear sequence it doesn't give a straight line,2184,Believes the equation of a straight line is y=-mx+c,2310,Does not know how to find the gradient of a straight line from two points,401,"When given the equation of a straight line, believes the first term always gives the gradient, even when the first term is actually c"
EEDI-078,1063,A,"Given an x value, find the corresponding y value from a non-linear graph",Cubics and Reciprocals,"Here is the graph of
\(
y=\frac{4}{x}
\)

What is the value of \( y \) when \( x=-1 \) ? ![A graph with two curves. Y axis from -5 to 5 and x axis from -5 to 5 marked in increments of 1.  One curve is in the positive x, positive y quadrant. It starts at the top close to the line x = 1, as we move right it drops very quickly towards the x axis then levels off to travel almost parallel to the line y =1. It goes through (1, 4) (2,2) and (4,1).  One curve is in the negative x negative y quadrant. It starts at the top left of the quadrant almost parallel to y = -1, then we move right and it curves downwards towards the y axis then levels off to travel almost parallel to the x = -1 line. It goes through (-4, -1) (-2, -2) and (-1,-4)]()",\( -4 \),\( 4 \),1558,Believes dividing a positive by a negative gives a positive answer,3,3-4 occurrences,1639,Believes adding two negatives gives a positive answer,795,Ignores the negative signs when adding positive and negative numbers,1400,Believes dividing a negative by a negative gives a negative answer,974,Believes multiplying a positive by a negative gives a positive answer,1800,Believes multiplying two positives gives a negative answer,1282,When subtracting a negative thinks the answer must be negative ,34,Believes dividing a negative by a positive gives a positive answer,602,"Thinks multiplying two or more negative numbers together always gives a positive answer, regardless of how many negative numbers there are in the sum",1031,Believes raising a negative number to an odd power will give a positive answer,1597,Believes multiplying two negatives gives a negative answer,1245,Believes a number written in standard form with a negative power creates a larger number than that with a positive power,621,Believes the negative of a positive squared (where there are no brackets) gives a positive answer,2315,Confuses negative and positive correlation,433,Believes a negative power results in a negative answer,868,Believes a number raised to a power will always give a positive answer,2469,Believes a negative number can be replaced with its positive equivalent when answering an addition problem from a numberline,2526,Believes a downward line has a positive gradient,1937,Believes subtracting a positive number from a negative number makes the answer less negative,1558,Believes dividing a positive by a negative gives a positive answer,160,Believes that adding a positive to a negative makes your answer more negative,626,Thinks the difference between a positive number and a negative number is equal to the positive number,1435,When subtracting from a negative thinks the answer must be positive,55,"When subtracting a negative number from a positive number, uses a method which assumes one of the negative signs can be ignored ",1829,Believes they must change the direction of the inequality when dividing through by a positive number.,1648,Believes dividing two positives will give a negative answer
EEDI-079,107,C,Divide proper fractions in the form: Integer ÷ Fraction,Dividing Fractions,How many times does \( \frac{3}{5} \) go into \( 15 \) ?,\( 25 \),\( 9 \),609,"when dividing a fraction by an integer, multiplies the numerator by the integer",4,3-4 occurrences,2406,"When multiplying a fraction by an integer, believes the integer will become the denominator of the fraction",1166,"When subtracting a fraction from a mixed number, assumes they subtract the numerator from the integer and the numerator of the mixed number",1131,"When adding fractions, multiplies the numerators",733,"When dividing an integer by a fraction, thinks they can just multiply instead.",2082,"When multiplying a surd by an integer, multiplies the integer with the number under the surd",2002,"When dividing a decimal by an integer, divides by the wrong power of 10 when reinserting the decimal.",1976,"When multiplying a fraction by an integer, multiplies both numerator and denominator by the integer",78,"When multiplying a fraction by an integer, multiplies the denominator instead of the numerator",381,"When dividing a fraction by an integer, divides both the numerator and denominator by the integer",2199,Divides by the numerator and multiplies by the denominator when finding a fraction of an amount,2463,"When multiplying an integer by a fraction, believes the numerator of the fraction will become the denominator",983,"When the dividend is a mixed number and the divisor is an integer, thinks they only divide the fraction by the integer.",19,"When multiplying a surd by an integer, adds the integer to the number under the surd",1852,"When adding an integer to a fraction, thinks you add the integer to the numerator",609,"when dividing a fraction by an integer, multiplies the numerator by the integer",1156,"When dividing a fraction by an integer, divides the denominator by the integer",2399,"when dividing a fraction by an integer, both multiplies the denominator and divides the denominator",1542,Believes that a fraction means dividing the denominator by the numerator,598,"When subtracting a surd from an integer, just divides the integer by the number under the surd",744,"When dividing a fraction by an integer, thinks they can just multiply instead",1578,"When dividing a fraction by an integer, subtracts the integer from the denominator",1804,"When dividing fractions, multiplies the numerators and multiplies the denominators",1001,Does not know how to divide a fraction by an integer,1008,"When dividing an integer by a fraction, thinks they multiply numerator and denominator by the integer",1621,"When dividing a fraction by an integer, multiplies both the numerator and denominator by the integer"
EEDI-080,1079,B,Calculate the square root of a number,"Square Roots, Cube Roots, etc",What is the square root of sixteen?,\( 4 \),\( 32 \),2017,Mixes up square rooting and multiplying by 2 or doubling,3,3-4 occurrences,1928,Mixes up the numerator and denominator,1969,Mixes up square numbers and even numbers,1948,Believes the inverse of square rooting is doubling,1534,Thinks that doubling and then doubling again is not the same as multiplying by 4,64,Mixes up squaring and multiplying by 4,2445,Mixes up squaring and addition,586,Mixes up square numbers and prime numbers,734,Confuses square rooting and halving the number,105,Mixes up sides of a ratio,223,Mixes up cubing with multiplying by 10,1618,Mixes up cubing and multiplying by 3,2316,Mixes up squaring and multiplying by 2 or doubling,279,Mixes up square rooting and cube rooting,1850,Mixes up square rooting and fourth rooting,2017,Mixes up square rooting and multiplying by 2 or doubling,1663,Thinks halving is the same as multiplying by 2,2539,Believes the inverse of square rooting is halving,502,Believes multiplying a number by its square root gives the square root,1664,Mixes up squaring and halving,2576,Mixes up square numbers and cube numbers,909,Mixes up squaring with dividing by 2,2000,Believes multiplying by 0.1 is the same as multiplying by 10,2175,"Mixes up squaring and multiplying by 2 or doubling, and not square rooted",2557,Mixes up cubing and squaring,1346,Mixes up squaring with repeating a digit
EEDI-081,1081,B,Given a situation sketch an appropriate real life graph,Real Life Graphs,A taxi company has a \( £ 1.50 \) fixed charge and then charges \( 60 p \) per mile. Sam correctly sketches a graph to show the cost of different length journeys with the company. Which of the following graphs would best match Sam's sketch?,![A graph with distance on the horizontal axis and cost on the vertical axis. The graph starts at a point on the positive vertical axis and travels horizontally right and upwards in a straight line.](),![A graph with distance on the horizontal axis and cost on the vertical axis. The graph starts at a point on the positive vertical axis and travels horizontally right.](),1784,Believes a horizontal line can show a constant rate of change,3,3-4 occurrences,1602,Believes the sum of change in x and change in y gives the distance between points,2464,"Believes the sides of a rectangle must be horizontal and vertical, not diagonal",298,Confuses a constant with a variable,1397,Believes point will move diagonally when reflecting in a horizontal or vertical line,591,Does not believe the length of a diagonal line can be worked out based on horizontal and vertical measurements,600,Thinks a horizontal line on a distance time graph means a distance of 0,1813,Estimates the length of diagonal lines rather than working out based on horizontal and vertical measurements,456,Believes you can divide the change by 100 to find the percentage change ,985,Believes that repeated percentage change is equivalent to a single change by the sum of the percentages,1216,Believes a curve can show a constant rate,1784,Believes a horizontal line can show a constant rate of change,642,Thinks x = ? is a horizontal line through ? ,1688,Believes a line showing a constant rate of increase corresponds to a non-prism shape,2371,Believes a direct proportion graph is a horizontal line,872,Thinks angles can only be measured when one line is horizontal,268,Believes lines of reflection must be vertical or horizontal,194,"Believes the sides of a square must be horizontal and vertical, not diagonal",1568,Includes the x variable when giving the equation of a horizontal line,2301,"Believes the equation of a horizontal line is in the form x = ay, where a is the y intercept",797,Reflects horizontally or vertically instead of across a diagonal line of symmetry,2113,Confuses the equations of vertical and horizontal lines,1144,"Believes the equation for a horizontal line is in the form xy = a, where a is the y intercept",665,Believes that the gradient of a horizontal line is undefined,1187,Does not realise that gradient represents rate of change,1836,Believes lines of symmetry must be vertical or horizontal
EEDI-082,1084,D,Find 100 less than a given number,Place Value,"What number is \( 100 \) less than \( 876,099 ? \)","\( 875,999 \)","\( 875,099 \)",2264,"When subtracting a power of 10, subtracts from the wrong column",4,3-4 occurrences,1533,When adding powers of 10 adds onto the wrong column,1282,When subtracting a negative thinks the answer must be negative ,1295,"When finding part of the area of a shape, subtracts from the side length before multiplying but still subtracts the unshaded area too.",1081,"When subtracting fractions, divides the numerators",1566,Adds or subtracts from numerator first when solving an equation with a fraction,964,"When dividing involving a power of 10, gives an answer 10 times smaller than it should be",2264,"When subtracting a power of 10, subtracts from the wrong column",1435,When subtracting from a negative thinks the answer must be positive,1916,"When subtracting fractions, subtracts the numerators and multiplies the denominators",2481,"When multiplying decimals, divides by the wrong power of 10 when reinserting the decimal",1858,Does not compensate when subtracting,2566,"When subtracting a negative number, subtracts the absolute value rather than adding it",2319,subtracts the highest from the lowest when calculating the range,1166,"When subtracting a fraction from a mixed number, assumes they subtract the numerator from the integer and the numerator of the mixed number",1578,"When dividing a fraction by an integer, subtracts the integer from the denominator",1301,"When subtracting a surd from an integer, just subtracts the number under the surd from the integer",169,"When subtracting a fraction from a mixed number, assumes they just subtract the numerator from the integer of the mixed number",1795,"Believes you subtract the smaller digit from the larger digit in column subtraction, regardless of position",11,"When reading value from graph, reads from the wrong axes.",496,"When subtracting decimals with a different number of decimals, subtracts one digit from more than one column",2222,Out by 10 when subtracting,944,"When dividing involving a power of 10, gives an answer 10 times bigger than it should be",172,"When subtracting fractions, subtracts the numerators and denominators",2002,"When dividing a decimal by an integer, divides by the wrong power of 10 when reinserting the decimal.",1675,Changes wrong place value column when rounding
EEDI-083,1088,D,Identify pairs of numbers that satisfy an equation with two unknowns ,Substitution into Formula,"\[
x+y=8
\]
Which pair of numbers fits the equation?",\( \begin{array}{c}x=10 \\ y=-2\end{array} \),\( \begin{array}{c}x=-8 \\ y=1\end{array} \),2230,substitutes incorrectly,3,3-4 occurrences,636,Mixes up constant and coefficient in a worded substitution problem,123,Rounds incorrectly when the nearest 10 is a multiple of 100,415,Incorrectly identifies angles as vertically opposite,2203,Lines up the digits incorrectly when doing a subtraction involving two numbers with a different amount of digits,533,Does not consider the variable when evaluating an expression that requires substitution.,168,Believes composite function notation means to substitute the outer function into the inner function,1562,"When substituting into an algebraic term, believes they can disregard the coefficient",1776,Believes they solve mx + c = 0 by substituting in x = 0,2414,Believes a variable must remain unknown and cannot be substituted with a value,2230,substitutes incorrectly,1127,Believes the variable should remain in place after substituting its value,285,Lines up the digits incorrectly when doing an addition involving two numbers with a different amount of digits,2487,Changes the given operation when substituting,1755,Incorrectly factorises a quadratic,2346,"When subtracting decimals with a different number of decimal places, lines up the digits incorrectly",641,Does not add on the constant in a worded substitution problem,391,Mixes up the value of two terms when substituting,2226,Incorrect use of scale on a diagram,1730,"When adding decimals with a different number of decimal places, lines up the digits incorrectly",549,Incorrectly converted cm to m,1278,Believes the subscript in iteration notation is the value to be substituted,98,Incorrectly clears fractions from equations,1380,"When collecting like terms, assigns positivity or negativity incorrectly.",2330,Rounds incorrectly by changing multiple place values,891,Incorrectly cancels what they believe is a factor in algebraic fractions
EEDI-084,1092,A,Calculate the median as an average from an even numbered list of data,"Averages (mean, median, mode) from a List of Data","What is the median of the following numbers?
\[
2, \quad 0.2, \quad 0.02, \quad 0.002
\]",\( 0.11 \),\( 0.22 \),2426,When finding the median from a even dataset does not understand we must find the midpoint of the two values in the middle,4,3-4 occurrences,2426,When finding the median from a even dataset does not understand we must find the midpoint of the two values in the middle,1975,Does not understand the question,2427,Does not divide by 2 when finding midpoint,2373,Does not understand parts must be equal in a fraction diagram,1224,Does not understand the diagram given in the question,1873,Believes the median is the midpoint of the range,1555,Believes that we cannot calculate the median of a dataset that contains negative numbers,1027,Believes the median is the frequency for the middle category in a table,761,Subtracts instead of adds when finding a midpoint,732,Finds the mean instead of the median,331,Does not understand the term factor,836,Believes the mean is the middle number,1264,Finds the median instead of the mode,867,When finding the area of a parallelogram does not understand which lengths to use,461,"When finding the median for an odd numbered data set, find the midpoint of two values rather than giving the middle value",2198,Finds the mode instead of the median,1340,Misunderstands dashed lines as being the midpoint,2216,Believes the mean from grouped data something divided by the sum of the midpoint values,1966,Finds the median instead of the mean,1428,"Does not understand the meaning of ""value""",1306,Finds the median instead of the range,275,"When finding a point on a line, assumes the point is always the midpoint",2391,"Believes the median is the middle category in a table, ignoring the frequencies",24,Does not understand the term multiple,54,Believes the arrow on a number line points to the middle value
EEDI-085,1093,B,Identify the mode from a frequency table,Averages and Range from Frequency Table,"This table shows the ages of people on a university running team.

What is the modal age? \begin{tabular}{|c|c|l|}
\hline Age & Frequency & \\
\hline \( 18 \) & \( 7 \) & \\
\hline \( 19 \) & \( 3 \) & \\
\hline \( 20 \) & \( 1 \) & \\
\hline \( 21 \) & \( 2 \) & \\
\hline
\end{tabular}",\( 18 \),\( 19.5 \),1264,Finds the median instead of the mode,3,3-4 occurrences,1823,"When there are two modes, finds the mean of these values and gives that as the mode",2462,Confuses the position of the median with its value,1873,Believes the median is the midpoint of the range,2273,Subtracts instead of divides,818,Believes the median is the category with the median frequency,1319,Adds instead of multiples,390,Believes you find the mode by calculating the mean,2198,Finds the mode instead of the median,1306,Finds the median instead of the range,234,Subtracts instead of adds,1264,Finds the median instead of the mode,732,Finds the mean instead of the median,2440,Finds the circumference instead of the area,1966,Finds the median instead of the mean,768,Finds the circumference of the whole circle instead of arc length ,2090,Finds the area of the whole grid instead of the shaded shape,997,Subtracts instead of multiplies,1201,Finds the arc length instead of the area of the sector ,2457,"When asked for the mean of a list of data, gives the median",1514,Adds instead of subtracts,1379,Rounds down instead of up,1988,Rounds up instead of down,2456,Finds the mode rather than the range,1416,Adds instead of multiplies,1098,Finds the mean instead of the range
EEDI-086,1098,A,Divide algebraic fractions involving non-linear expressions,Multiplying and Dividing Algebraic Fractions,"STEP \( 3 \)

Which of the options is the final answer, expressed as simply as possible?
\(
\begin{aligned}
& \frac{3 x+1}{3} \div \frac{9 x^{2}-1}{12} \\
= & \frac{3 x+1}{3} \times \frac{12}{9 x^{2}-1} \\
= & \frac{3 x+1}{3} \times \frac{12}{(3 x-1)(3 x+1)}
\end{aligned}
\)",\( \frac{4}{3 x-1} \),\( \frac{12}{9 x-1} \),363,Only applies a division to one of multiple terms in a numerator when simplifying an algebraic fraction,4,3-4 occurrences,59,Cannot identify a common factor when simplifying algebraic fractions,1104,Simplifies integers when simplifying a mixed number,78,"When multiplying a fraction by an integer, multiplies the denominator instead of the numerator",2398,Thinks you can divide terms by different factors when simplifying an algebraic fraction,689,"When multiplying algebraic terms written in the same base, adds the base variables and multiplies the powers.",79,Does not understand how to divide algebraic terms,885,Thinks they can simplify algebraic fractions by cancelling unlike variables,1593,"When simplifying an algebraic fraction, only looks for number factors",1247,Assumes you cannot use the fact that multiplication is commutative when simplifying an algebraic term. ,652,Mixes up the numerator and denominator when writing a division as a fraction,2199,Divides by the numerator and multiplies by the denominator when finding a fraction of an amount,1614,Believes factors of algebraic terms/expressions will only be numbers,633,Does not understand how to subtract algebraic fractions,1350,"When simplifying a ratio, divides one side of the ratio but multiplies the other side.",979,Thinks can combine the numerator and denominator after simplifying an algebraic fraction,80,Thinks you can ignore the variable when simplifying algebraic fractions,848,Believes when simplifying a fraction you can divide the numerator and denominator by different values,2098,Multiplies all terms together when simplifying an expression,346,Does not understand how to multiply algebraic terms,1540,Does not know how to simplify algebraic fractions,2085,Adds instead of multiplies when multiplying algebraic terms,363,Only applies a division to one of multiple terms in a numerator when simplifying an algebraic fraction,2307,Thinks you can divide the variables and the numerical values by different numbers when simplifying an algebraic fraction,609,"when dividing a fraction by an integer, multiplies the numerator by the integer",519,"When asked for factors of an algebraic expression, thinks a term will be a factor"
EEDI-087,1101,C,"Given information about one part, work out other parts",Sharing in a Ratio,"Josh and Lucy share some money in the ratio \( 3: 7 \)

Josh receives \( £ 84 \).

How much money does Lucy receive?",\( £ 196 \),\( £ 28 \),1659,Finds one part of a ratio but doesn't multiply that by the number of parts needed,4,3-4 occurrences,266,Identifies a letter as a common factor but doesn't identify a number as a common factor,1267,Identifies a number as a common factor but doesn't identify a letter as a common factor,181,Assumes a ratio is part to part instead of part to whole,353,Does not recognise when one part of a fraction is the negative of the other,1646,"In ratio question where one side of ratio is given, uses that as one part in ratio without dividing",2314,Multiplies instead of divides to find one part given the total,1302,"In ratio question where the difference between the sides is given, uses that as one part without dividing",1709,Believes a factor pair doesn't have to be 2 integers,498,Does not understand that in a ratio 1:n that one part of the ratio would be n times bigger than the one part,1350,"When simplifying a ratio, divides one side of the ratio but multiplies the other side.",257,Uses numerator as whole part of a fraction,1129,"When finding a missing part in a ratio, divides rather than multiplies",2356,Thinks a difference of one part in a ratio means the quantities will differ by one unit,1090,Doesn't recognise commutativity of addition with negative numbers,1659,Finds one part of a ratio but doesn't multiply that by the number of parts needed,1517,Finds unit amount but doesn't multiply up,856,"When asked to shade a fraction of a shape, gives the total number of parts rather than the number to be shaded.",357,Does not understand that in the ratio 1:n the total number of parts would be 1+n ,649,"Beileves you can use the full length when finding an area of part of a composite shape, when part of the length is needed",901,Finds unit price but doesn't multiply up for number in question,1252,Doesn't know the area of a triangle formula,20,Believes the number of wholes in a mixed number multiplies by the fraction part,2451,When multiplying a vector by an integer does not multiply all parts of the vector,735,"In ratio where total is given, treats that as one part without dividing",1802,Adds instead of subtracts when finding the area of part of a shape
EEDI-088,1102,A,Order negative decimals with the same number of digits,Ordering Negative Numbers,"Here are the depths below sea level of \( 3 \) creatures:
Tuna: \( -2.6 m \)
Ray: \( -6 m \)
Ling: \( -1.5 \mathrm{~m} \)
Arrange their depths in ascending order, starting with the deepest",\( 1^{\text {st }} \) Ray \( 2^{\text {nd }} \) Tuna \( 3^{\text {rd }} \) Ling,"\( 1^{\text {st }} \) Tuna
\( 2^{\text {nd }} \) Ling
\( 3^{\text {rd }} \) Ray",2237,"Thinks the more digits a number has the greater it is, regardless of place value",3,3-4 occurrences,319,"When factorising, thinks the smallest coefficient will be the numerical factor, regardless of whether it divides into all terms",189,"When multiplying decimals, ignores place value and just multiplies the digits",1244,The student does not understand the place value of 3-digit numbers,893,"Believes when changing an improper fraction to a mixed number you divide the numerator by 10, regardless of the denominator",1332,"When adding, just writes the digit to the right of the number without considering place value",1708,Does not understand place value within a number,116,Believes an outlier is determined by the number of decimal places a number has,1212,Thinks a greater number of shaded parts represents a greater fraction,388,When placing a negative number on a number line student assumes numbers with a greater absolute value are placed to the right.,314,"When calculating the power of a negative number, thinks they can ignore the sign when multiplying and then put a negative sign back on at the end, regardless of the power ",2375,Does not equate the value of a number with the place value column it is in,1342,"When adding decimals, does not keep place value the same as the original digits",1898,"When adding decimals, just adds the digits and ignores place value",1958,"Believes the smaller number is always subtracted from the larger, regardless of the order of the calculation",824,"Believes rounding to 1 decimal pleace means rounding to the nearest integer, regardless of the value of the number",198,"When multiplying a decimal by a power of 10, just adds a zero to the end of the number, not changing the place value of the digits",2237,"Thinks the more digits a number has the greater it is, regardless of place value",2400,"Believes that if the numerators of 2 fractions are equal then the fractions are equal, regardless of the denominator",602,"Thinks multiplying two or more negative numbers together always gives a positive answer, regardless of how many negative numbers there are in the sum",2305,Ignores place value when adding a whole number and a decimal,1632,"Believes a decimal with one significant figure is a multiple of 10 when converted to a percentage, regardless of place value",2390,"Believes rounding to 1 significant figure means rounding to the nearest integer, regardless of the value of the number",1795,"Believes you subtract the smaller digit from the larger digit in column subtraction, regardless of position",2280,"Believes change in y for gradient is always calculated from the origin, regardless of the y-intercept of the line",1923,Thinks a greater range means more consistent data
EEDI-089,1104,B,Calculate the mean as an average from a list of data,Pictogram,"What is the mean of this set of data?
\[
5, \quad 2, \quad 0, \quad 2, \quad 3
\]",\( 2.4 \),\( 3 \),1623,"When asked for the mean of a list of data, does not count any zeros in the data when working out what to divide by",3,3-4 occurrences,251,"Includes a data point with the value, when asked to find the number of data points below a value",2216,Believes the mean from grouped data something divided by the sum of the midpoint values,1587,when reading a dash on a number line counts 1 dash too few when working out the divisions,679,Gives a fraction when asked for a decimal,965,Adds the numerators when working out a combined probability,2457,"When asked for the mean of a list of data, gives the median",1375,Confuses the radius and theta when working with sectors ,1327,Does not know the meaning of attribute data,1001,Does not know how to divide a fraction by an integer,1047,Estimates a measurement on a diagram rather than working it out,2353,Does not divide by 2 when calculating the area of a trapezium,238,"When finding the mean of the data in a stem and leaf diagram, thinks you find the mean of the stem numbers",159,Does not divide by 2 when calculating the area of a triangle,377,"When asked for the mean of a list of data, gives the mode",1797,Assumes the range of a set of data starts at zero,1793,Does not count end number when counting,2303,"When asked to find data points below a certain value, gives the number of data points above this value",1174,Believes the mean from grouped data is the sum of the midpoints divided by something,1982,"When asked to find data points above a certain value, gives the number of data points below this value",2395,"When asked for the value of a digit, just gives the digit",2427,Does not divide by 2 when finding midpoint,631,"When calculating the mean from a list of data, adds up the numbers but does not divide",1215,"Includes a data point with the value, when asked to find the number of data points above a value",494,"When comparing data, only compares one category of data rather than comparing the totals",1623,"When asked for the mean of a list of data, does not count any zeros in the data when working out what to divide by"
